Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
100172,05-10-2025 23:40,05-10-2025 07:40,05-10-2025 07:40,Pune,380,SHOPLIFTING,80,M,None,Traffic Fatality,27,No,
100173,03-07-2025 09:33,01-07-2025 00:33,01-07-2025 00:33,Meerut,575,PUBLIC INTOXICATION,53,M,Other,Fire Accident,21,No,
100174,06-08-2025 12:54,05-08-2025 20:54,05-08-2025 20:54,Chennai,293,COUNTERFEITING,43,F,Explosives,Fire Accident,28,Yes,12-09-2025 12:54
100175,23-03-2025 09:44,21-03-2025 00:44,21-03-2025 00:44,Thane,554,VANDALISM,21,M,Poison,Violent Crime,19,Yes,12-06-2025 09:44
100176,26-11-2025 07:09,25-11-2025 00:09,25-11-2025 00:09,Bangalore,391,PUBLIC INTOXICATION,49,F,Explosives,Violent Crime,13,Yes,14-01-2026 07:09
100177,21-10-2025 13:39,20-10-2025 12:39,20-10-2025 12:39,Patna,326,BURGLARY,26,F,None,Violent Crime,23,No,
100178,05-10-2025 17:14,03-10-2025 08:14,03-10-2025 08:14,Thane,288,IDENTITY THEFT,69,M,Explosives,Traffic Fatality,16,Yes,29-11-2025 17:14
100179,14-12-2025 10:19,13-12-2025 00:19,13-12-2025 00:19,Delhi,481,HOMICIDE,38,M,None,Fire Accident,17,No,
100180,22-04-2025 22:21,20-04-2025 18:21,20-04-2025 18:21,Meerut,260,SEXUAL ASSAULT,14,F,None,Fire Accident,6,Yes,21-06-2025 22:21
100181,13-08-2025 19:51,13-08-2025 18:51,13-08-2025 18:51,Vasai,473,ROBBERY,32,F,Explosives,Traffic Fatality,5,Yes,20-09-2025 19:51
100182,31-01-2025 21:59,31-01-2025 20:59,31-01-2025 20:59,Vasai,249,PUBLIC INTOXICATION,13,M,Other,Other Crime,29,Yes,21-03-2025 21:59
100183,08-12-2025 00:25,07-12-2025 06:25,07-12-2025 06:25,Bangalore,200,SHOPLIFTING,32,M,Poison,Traffic Fatality,21,No,
100184,19-09-2025 12:18,17-09-2025 22:18,17-09-2025 22:18,Vasai,467,FRAUD,62,M,Other,Other Crime,26,No,
100185,26-10-2025 09:41,24-10-2025 21:41,24-10-2025 21:41,Bangalore,255,ASSAULT,62,F,Knife,Violent Crime,13,Yes,13-01-2026 09:41
100186,06-05-2025 01:26,03-05-2025 03:26,03-05-2025 03:26,Lucknow,163,SHOPLIFTING,47,M,None,Fire Accident,30,No,
100187,19-09-2025 13:51,16-09-2025 18:51,16-09-2025 18:51,Pune,425,ROBBERY,31,F,None,Other Crime,12,No,
100188,30-01-2025 11:17,29-01-2025 08:17,29-01-2025 08:17,Rajkot,468,DOMESTIC VIOLENCE,66,F,Firearm,Fire Accident,11,Yes,14-04-2025 11:17
100189,26-12-2025 02:47,23-12-2025 16:47,23-12-2025 16:47,Meerut,521,VEHICLE - STOLEN,44,M,Firearm,Other Crime,23,Yes,28-01-2026 02:47
100190,20-05-2025 14:38,19-05-2025 00:38,19-05-2025 00:38,Bhopal,413,DRUG OFFENSE,70,M,Blunt Object,Violent Crime,29,Yes,29-06-2025 14:38
100191,24-04-2025 14:27,24-04-2025 04:27,24-04-2025 04:27,Srinagar,311,SHOPLIFTING,24,M,Knife,Other Crime,12,No,
100192,06-03-2025 11:49,06-03-2025 11:49,06-03-2025 11:49,Lucknow,150,ARSON,17,M,Knife,Violent Crime,25,No,
100193,10-01-2025 20:31,10-01-2025 06:31,10-01-2025 06:31,Lucknow,442,VEHICLE - STOLEN,47,M,None,Fire Accident,8,Yes,11-02-2025 20:31
100194,21-07-2025 22:59,21-07-2025 09:59,21-07-2025 09:59,Ahmedabad,459,ILLEGAL POSSESSION,48,F,Blunt Object,Traffic Fatality,14,Yes,23-08-2025 22:59
100195,06-10-2025 11:49,03-10-2025 17:49,03-10-2025 17:49,Delhi,427,ILLEGAL POSSESSION,80,M,Explosives,Violent Crime,24,No,
100196,27-09-2025 23:29,27-09-2025 23:29,27-09-2025 23:29,Meerut,232,SEXUAL ASSAULT,35,M,Blunt Object,Fire Accident,11,No,
100197,31-05-2025 01:35,30-05-2025 15:35,30-05-2025 15:35,Ghaziabad,130,CYBERCRIME,14,M,Firearm,Other Crime,30,No,
100198,30-05-2025 17:45,28-05-2025 14:45,28-05-2025 14:45,Faridabad,255,EXTORTION,43,M,Explosives,Other Crime,10,No,
100199,20-12-2025 23:43,18-12-2025 13:43,18-12-2025 13:43,Mumbai,528,VANDALISM,44,F,Other,Violent Crime,28,Yes,10-03-2026 23:43
100200,01-10-2025 01:19,29-09-2025 05:19,29-09-2025 05:19,Visakhapatnam,231,DOMESTIC VIOLENCE,34,M,Knife,Fire Accident,16,No,
100201,06-06-2025 02:08,05-06-2025 10:08,05-06-2025 10:08,Ludhiana,427,DRUG OFFENSE,25,M,None,Fire Accident,25,No,
100202,02-03-2025 16:19,02-03-2025 10:19,02-03-2025 10:19,Kanpur,555,SHOPLIFTING,11,F,Poison,Traffic Fatality,8,Yes,19-03-2025 16:19
100203,17-02-2025 20:14,17-02-2025 18:14,17-02-2025 18:14,Varanasi,120,DRUG OFFENSE,61,M,Poison,Traffic Fatality,8,Yes,12-04-2025 20:14
100204,14-03-2025 10:37,13-03-2025 08:37,13-03-2025 08:37,Agra,560,IDENTITY THEFT,49,M,Blunt Object,Other Crime,2,No,
100205,10-08-2025 06:36,08-08-2025 09:36,08-08-2025 09:36,Mumbai,592,ROBBERY,52,M,Firearm,Violent Crime,20,No,
100206,03-08-2025 10:01,01-08-2025 11:01,01-08-2025 11:01,Srinagar,316,ASSAULT,63,F,Knife,Traffic Fatality,3,No,
100207,26-05-2025 00:20,25-05-2025 19:20,25-05-2025 19:20,Nagpur,278,HOMICIDE,38,M,Firearm,Violent Crime,26,Yes,08-08-2025 00:20
100208,05-08-2025 16:23,02-08-2025 18:23,02-08-2025 18:23,Rajkot,118,PUBLIC INTOXICATION,35,M,Poison,Other Crime,7,Yes,25-09-2025 16:23
100209,08-08-2025 16:21,07-08-2025 21:21,07-08-2025 21:21,Nashik,370,ILLEGAL POSSESSION,53,M,Knife,Other Crime,17,No,
100210,18-02-2025 16:01,16-02-2025 05:01,16-02-2025 05:01,Bangalore,137,IDENTITY THEFT,21,F,Firearm,Fire Accident,23,Yes,30-03-2025 16:01
100211,13-09-2025 19:19,13-09-2025 12:19,13-09-2025 12:19,Ludhiana,553,FIREARM OFFENSE,57,M,Knife,Traffic Fatality,15,Yes,11-10-2025 19:19
100212,04-04-2025 21:49,02-04-2025 06:49,02-04-2025 06:49,Kolkata,109,HOMICIDE,69,M,Poison,Other Crime,26,Yes,31-05-2025 21:49
100213,29-04-2025 09:11,29-04-2025 04:11,29-04-2025 04:11,Indore,300,ROBBERY,57,M,Firearm,Other Crime,26,Yes,13-07-2025 09:11
100214,25-05-2025 07:03,23-05-2025 12:03,23-05-2025 12:03,Vasai,485,FIREARM OFFENSE,22,F,Explosives,Violent Crime,9,Yes,21-08-2025 07:03
100215,01-09-2025 19:56,30-08-2025 10:56,30-08-2025 10:56,Chennai,470,IDENTITY THEFT,19,M,Other,Other Crime,6,Yes,21-09-2025 19:56
100216,02-08-2025 03:37,30-07-2025 20:37,30-07-2025 20:37,Agra,250,ASSAULT,63,M,None,Traffic Fatality,6,Yes,26-09-2025 03:37
100217,28-07-2025 08:36,25-07-2025 18:36,25-07-2025 18:36,Ghaziabad,475,ILLEGAL POSSESSION,73,F,None,Other Crime,21,No,
100218,25-09-2025 19:41,24-09-2025 01:41,24-09-2025 01:41,Ludhiana,278,FRAUD,23,M,Poison,Traffic Fatality,19,No,
100219,02-06-2025 23:40,02-06-2025 17:40,02-06-2025 17:40,Faridabad,198,EXTORTION,31,M,Knife,Fire Accident,16,Yes,13-07-2025 23:40
100220,20-09-2025 09:48,19-09-2025 08:48,19-09-2025 08:48,Bangalore,187,ASSAULT,34,F,None,Other Crime,3,No,
100221,20-08-2025 12:32,17-08-2025 22:32,17-08-2025 22:32,Meerut,178,SHOPLIFTING,52,M,Poison,Violent Crime,15,Yes,12-10-2025 12:32
100222,06-01-2025 07:18,03-01-2025 09:18,03-01-2025 09:18,Pune,391,DRUG OFFENSE,49,F,Poison,Traffic Fatality,5,No,
100223,21-05-2025 08:29,18-05-2025 15:29,18-05-2025 15:29,Visakhapatnam,577,VEHICLE - STOLEN,24,F,Blunt Object,Other Crime,23,No,
100224,22-12-2025 13:13,22-12-2025 12:13,22-12-2025 12:13,Mumbai,571,SHOPLIFTING,25,F,Explosives,Violent Crime,18,No,
100225,10-10-2025 14:06,08-10-2025 12:06,08-10-2025 12:06,Visakhapatnam,221,HOMICIDE,56,F,Explosives,Violent Crime,9,No,
100226,08-03-2025 02:59,07-03-2025 14:59,07-03-2025 14:59,Bangalore,366,VANDALISM,32,M,None,Violent Crime,19,Yes,15-04-2025 02:59
100227,23-04-2025 17:42,22-04-2025 11:42,22-04-2025 11:42,Mumbai,182,IDENTITY THEFT,33,M,None,Fire Accident,24,Yes,19-07-2025 17:42
100228,24-05-2025 08:42,23-05-2025 19:42,23-05-2025 19:42,Hyderabad,232,VANDALISM,49,F,Firearm,Fire Accident,22,No,
100229,24-10-2025 23:22,22-10-2025 15:22,22-10-2025 15:22,Hyderabad,223,ILLEGAL POSSESSION,39,F,Knife,Violent Crime,19,Yes,09-11-2025 23:22
100230,03-03-2025 14:44,01-03-2025 08:44,01-03-2025 08:44,Ludhiana,542,VANDALISM,27,M,Poison,Traffic Fatality,27,No,
100231,15-07-2025 04:43,14-07-2025 19:43,14-07-2025 19:43,Mumbai,149,DOMESTIC VIOLENCE,12,F,None,Traffic Fatality,26,No,
100232,03-12-2025 08:45,03-12-2025 00:45,03-12-2025 00:45,Chennai,188,CYBERCRIME,43,M,Blunt Object,Other Crime,19,Yes,08-12-2025 08:45
100233,23-10-2025 17:46,22-10-2025 17:46,22-10-2025 17:46,Vasai,235,DRUG OFFENSE,25,M,Firearm,Fire Accident,26,Yes,13-11-2025 17:46
100234,08-09-2025 05:01,06-09-2025 13:01,06-09-2025 13:01,Patna,117,DOMESTIC VIOLENCE,69,F,None,Fire Accident,18,No,
100235,11-03-2025 09:34,09-03-2025 18:34,09-03-2025 18:34,Chennai,282,FIREARM OFFENSE,16,F,Poison,Traffic Fatality,19,Yes,13-05-2025 09:34
100236,23-02-2025 20:42,23-02-2025 05:42,23-02-2025 05:42,Thane,451,ASSAULT,29,M,Poison,Fire Accident,8,No,
100237,11-03-2025 05:31,09-03-2025 16:31,09-03-2025 16:31,Varanasi,468,VANDALISM,78,F,None,Other Crime,3,No,
100238,03-03-2025 03:50,28-02-2025 03:50,28-02-2025 03:50,Visakhapatnam,202,IDENTITY THEFT,76,F,Other,Other Crime,30,Yes,14-03-2025 03:50
100239,13-03-2025 04:27,10-03-2025 13:27,10-03-2025 13:27,Nashik,394,SEXUAL ASSAULT,50,F,Knife,Other Crime,26,No,
100240,29-11-2025 07:22,28-11-2025 06:22,28-11-2025 06:22,Varanasi,292,CYBERCRIME,30,F,Other,Other Crime,6,Yes,01-12-2025 07:22
100241,05-07-2025 16:56,05-07-2025 00:56,05-07-2025 00:56,Ludhiana,328,FIREARM OFFENSE,20,M,Firearm,Fire Accident,3,Yes,22-09-2025 16:56
100242,09-02-2025 01:51,07-02-2025 21:51,07-02-2025 21:51,Nashik,238,HOMICIDE,11,M,None,Fire Accident,29,Yes,27-02-2025 01:51
100243,28-09-2025 22:00,27-09-2025 10:00,27-09-2025 10:00,Srinagar,192,VEHICLE - STOLEN,32,F,Explosives,Violent Crime,15,Yes,02-11-2025 22:00
100244,07-07-2025 09:05,04-07-2025 16:05,04-07-2025 16:05,Nagpur,556,COUNTERFEITING,11,M,Explosives,Fire Accident,16,No,
100245,19-08-2025 23:53,17-08-2025 19:53,17-08-2025 19:53,Nagpur,595,ROBBERY,65,M,Other,Fire Accident,17,No,
100246,16-07-2025 08:33,14-07-2025 05:33,14-07-2025 05:33,Rajkot,368,PUBLIC INTOXICATION,65,M,Poison,Traffic Fatality,24,Yes,24-09-2025 08:33
100247,03-03-2025 20:03,01-03-2025 16:03,01-03-2025 16:03,Ghaziabad,283,SEXUAL ASSAULT,46,F,Explosives,Fire Accident,3,No,
100248,06-05-2025 09:45,05-05-2025 14:45,05-05-2025 14:45,Nashik,553,ROBBERY,76,M,Other,Violent Crime,14,Yes,16-07-2025 09:45
100249,13-12-2025 12:41,12-12-2025 13:41,12-12-2025 13:41,Faridabad,510,CYBERCRIME,17,F,Explosives,Violent Crime,25,Yes,13-03-2026 12:41
100250,21-10-2025 03:05,19-10-2025 10:05,19-10-2025 10:05,Jaipur,206,KIDNAPPING,51,M,None,Other Crime,6,No,
100251,29-10-2025 19:26,27-10-2025 06:26,27-10-2025 06:26,Jaipur,509,ASSAULT,43,F,Other,Traffic Fatality,27,Yes,13-12-2025 19:26
100252,12-02-2025 04:07,10-02-2025 15:07,10-02-2025 15:07,Rajkot,438,EXTORTION,56,F,Firearm,Fire Accident,9,No,
100253,07-10-2025 20:22,06-10-2025 16:22,06-10-2025 16:22,Pune,178,DOMESTIC VIOLENCE,80,F,Blunt Object,Traffic Fatality,27,No,
100254,14-11-2025 19:08,13-11-2025 05:08,13-11-2025 05:08,Nagpur,389,PUBLIC INTOXICATION,41,M,Knife,Traffic Fatality,6,Yes,22-01-2026 19:08
100255,26-01-2025 21:03,24-01-2025 18:03,24-01-2025 18:03,Vasai,359,BURGLARY,39,M,None,Other Crime,12,No,
100256,24-12-2025 10:55,22-12-2025 01:55,22-12-2025 01:55,Chennai,379,FRAUD,68,M,Explosives,Other Crime,7,No,
100257,15-09-2025 06:29,14-09-2025 22:29,14-09-2025 22:29,Patna,339,SHOPLIFTING,30,M,Firearm,Traffic Fatality,22,No,
100258,01-03-2025 16:25,01-03-2025 05:25,01-03-2025 05:25,Varanasi,588,ASSAULT,33,F,Other,Traffic Fatality,1,No,
100259,31-10-2025 13:26,31-10-2025 04:26,31-10-2025 04:26,Chennai,441,FIREARM OFFENSE,23,F,Poison,Other Crime,19,No,
100260,09-07-2025 00:33,07-07-2025 08:33,07-07-2025 08:33,Jaipur,218,ILLEGAL POSSESSION,37,M,Explosives,Violent Crime,28,Yes,22-09-2025 00:33
100261,17-09-2025 16:30,15-09-2025 04:30,15-09-2025 04:30,Lucknow,350,EXTORTION,22,F,Poison,Other Crime,20,Yes,05-11-2025 16:30
100262,14-12-2025 19:52,13-12-2025 04:52,13-12-2025 04:52,Nashik,469,SEXUAL ASSAULT,14,M,Explosives,Traffic Fatality,25,No,
100263,21-06-2025 11:45,20-06-2025 07:45,20-06-2025 07:45,Kanpur,194,FRAUD,17,F,Firearm,Other Crime,11,Yes,26-08-2025 11:45
100264,16-09-2025 07:48,14-09-2025 22:48,14-09-2025 22:48,Patna,423,FIREARM OFFENSE,66,M,Explosives,Violent Crime,19,Yes,16-10-2025 07:48
100265,15-10-2025 05:55,14-10-2025 10:55,14-10-2025 10:55,Bhopal,247,ASSAULT,56,F,Poison,Other Crime,11,Yes,16-10-2025 05:55
100266,19-01-2025 17:30,18-01-2025 08:30,18-01-2025 08:30,Mumbai,166,DRUG OFFENSE,38,F,Blunt Object,Fire Accident,30,No,
100267,05-12-2025 10:16,03-12-2025 10:16,03-12-2025 10:16,Ghaziabad,174,DOMESTIC VIOLENCE,77,M,None,Other Crime,5,Yes,21-01-2026 10:16
100268,03-03-2025 19:31,03-03-2025 14:31,03-03-2025 14:31,Rajkot,112,DOMESTIC VIOLENCE,30,F,Other,Traffic Fatality,16,No,
100269,04-05-2025 16:05,02-05-2025 00:05,02-05-2025 00:05,Vasai,530,PUBLIC INTOXICATION,66,M,Poison,Violent Crime,17,No,
100270,12-05-2025 09:47,09-05-2025 17:47,09-05-2025 17:47,Kanpur,576,FRAUD,60,M,Firearm,Traffic Fatality,7,No,
100271,19-07-2025 06:14,17-07-2025 22:14,17-07-2025 22:14,Pune,474,COUNTERFEITING,61,F,Other,Violent Crime,19,Yes,16-10-2025 06:14
100272,28-02-2025 07:17,27-02-2025 19:17,27-02-2025 19:17,Bangalore,363,SHOPLIFTING,24,F,Other,Other Crime,22,Yes,12-05-2025 07:17
100273,31-10-2025 05:13,28-10-2025 13:13,28-10-2025 13:13,Ahmedabad,123,KIDNAPPING,21,F,Knife,Fire Accident,17,Yes,03-11-2025 05:13
100274,12-02-2025 22:07,09-02-2025 23:07,09-02-2025 23:07,Ghaziabad,303,DOMESTIC VIOLENCE,37,F,None,Other Crime,8,No,
100275,27-10-2025 04:17,25-10-2025 01:17,25-10-2025 01:17,Surat,113,ARSON,19,M,Other,Violent Crime,5,No,
100276,20-08-2025 23:46,18-08-2025 12:46,18-08-2025 12:46,Ludhiana,322,DRUG OFFENSE,63,F,Other,Violent Crime,14,Yes,31-10-2025 23:46
100277,22-07-2025 03:55,21-07-2025 03:55,21-07-2025 03:55,Kolkata,399,VEHICLE - STOLEN,57,M,Explosives,Traffic Fatality,9,No,
100278,03-08-2025 12:40,02-08-2025 04:40,02-08-2025 04:40,Pune,551,HOMICIDE,62,F,Other,Traffic Fatality,10,No,
100279,11-08-2025 23:56,09-08-2025 15:56,09-08-2025 15:56,Thane,536,DOMESTIC VIOLENCE,79,M,Firearm,Fire Accident,27,Yes,13-08-2025 23:56
100280,20-12-2025 10:58,17-12-2025 20:58,17-12-2025 20:58,Kolkata,457,IDENTITY THEFT,16,M,Explosives,Other Crime,22,No,
100281,31-08-2025 02:46,28-08-2025 11:46,28-08-2025 11:46,Jaipur,360,DOMESTIC VIOLENCE,57,M,Explosives,Other Crime,18,Yes,16-09-2025 02:46
100282,20-09-2025 13:13,18-09-2025 01:13,18-09-2025 01:13,Rajkot,305,IDENTITY THEFT,36,F,None,Other Crime,25,Yes,13-12-2025 13:13
100283,31-08-2025 05:31,29-08-2025 06:31,29-08-2025 06:31,Srinagar,259,FIREARM OFFENSE,27,M,None,Violent Crime,12,No,
100284,10-08-2025 15:45,07-08-2025 16:45,07-08-2025 16:45,Agra,145,ASSAULT,64,F,None,Traffic Fatality,17,Yes,12-10-2025 15:45
100285,14-03-2025 10:42,12-03-2025 06:42,12-03-2025 06:42,Kalyan,192,BURGLARY,61,F,Firearm,Other Crime,11,Yes,06-06-2025 10:42
100286,13-10-2025 06:38,10-10-2025 16:38,10-10-2025 16:38,Visakhapatnam,293,ARSON,34,M,None,Fire Accident,14,Yes,24-10-2025 06:38
100287,14-02-2025 17:15,12-02-2025 06:15,12-02-2025 06:15,Indore,363,VEHICLE - STOLEN,60,M,None,Violent Crime,30,Yes,20-04-2025 17:15
100288,27-06-2025 20:16,25-06-2025 16:16,25-06-2025 16:16,Kanpur,106,COUNTERFEITING,25,F,Poison,Fire Accident,24,Yes,17-08-2025 20:16
100289,14-04-2025 16:48,13-04-2025 14:48,13-04-2025 14:48,Kolkata,329,COUNTERFEITING,31,M,Other,Other Crime,15,No,
100290,10-08-2025 13:41,09-08-2025 08:41,09-08-2025 08:41,Varanasi,174,BURGLARY,60,M,Blunt Object,Violent Crime,15,No,
100291,16-02-2025 16:40,14-02-2025 16:40,14-02-2025 16:40,Nagpur,345,CYBERCRIME,14,F,Blunt Object,Traffic Fatality,4,Yes,13-03-2025 16:40
100292,24-11-2025 11:42,24-11-2025 10:42,24-11-2025 10:42,Faridabad,360,FRAUD,45,M,Blunt Object,Violent Crime,9,Yes,21-12-2025 11:42
100293,31-12-2025 17:32,30-12-2025 04:32,30-12-2025 04:32,Bhopal,283,ARSON,60,M,None,Violent Crime,18,Yes,07-01-2026 17:32
100294,27-01-2025 17:44,24-01-2025 18:44,24-01-2025 18:44,Delhi,372,KIDNAPPING,27,F,Firearm,Traffic Fatality,1,Yes,03-02-2025 17:44
100295,13-07-2025 01:31,12-07-2025 09:31,12-07-2025 09:31,Indore,255,FRAUD,51,M,Blunt Object,Traffic Fatality,25,Yes,26-08-2025 01:31
100296,25-11-2025 05:32,22-11-2025 10:32,22-11-2025 10:32,Ghaziabad,205,BURGLARY,70,M,Poison,Fire Accident,17,Yes,01-12-2025 05:32
100297,09-05-2025 18:01,08-05-2025 12:01,08-05-2025 12:01,Nagpur,403,DOMESTIC VIOLENCE,27,M,Blunt Object,Violent Crime,26,Yes,22-07-2025 18:01
100298,09-02-2025 16:19,07-02-2025 13:19,07-02-2025 13:19,Ludhiana,274,IDENTITY THEFT,48,F,Poison,Fire Accident,5,No,
100299,23-02-2025 23:23,22-02-2025 00:23,22-02-2025 00:23,Lucknow,134,CYBERCRIME,75,M,Other,Traffic Fatality,10,Yes,04-05-2025 23:23
100300,04-08-2025 04:43,03-08-2025 05:43,03-08-2025 05:43,Bangalore,500,EXTORTION,44,M,Other,Traffic Fatality,17,Yes,05-10-2025 04:43
100301,25-06-2025 11:36,22-06-2025 20:36,22-06-2025 20:36,Mumbai,391,BURGLARY,72,M,Other,Other Crime,2,No,
100302,11-11-2025 19:34,08-11-2025 22:34,08-11-2025 22:34,Bhopal,410,DRUG OFFENSE,35,M,Knife,Other Crime,5,No,
100303,30-07-2025 19:29,29-07-2025 13:29,29-07-2025 13:29,Patna,398,SHOPLIFTING,49,F,Other,Violent Crime,17,No,
100304,11-11-2025 21:54,10-11-2025 15:54,10-11-2025 15:54,Nashik,434,FRAUD,19,F,Explosives,Fire Accident,9,Yes,21-11-2025 21:54
100305,03-12-2025 08:56,01-12-2025 22:56,01-12-2025 22:56,Lucknow,534,COUNTERFEITING,53,M,Firearm,Traffic Fatality,28,Yes,03-03-2026 08:56
100306,22-12-2025 18:03,22-12-2025 02:03,22-12-2025 02:03,Visakhapatnam,319,IDENTITY THEFT,15,F,Blunt Object,Violent Crime,10,Yes,23-01-2026 18:03
100307,30-08-2025 16:08,30-08-2025 05:08,30-08-2025 05:08,Kolkata,564,ASSAULT,20,M,Other,Traffic Fatality,11,No,
100308,21-10-2025 04:57,19-10-2025 22:57,19-10-2025 22:57,Nagpur,564,DRUG OFFENSE,60,M,Knife,Other Crime,23,Yes,06-12-2025 04:57
100309,28-06-2025 14:13,27-06-2025 18:13,27-06-2025 18:13,Srinagar,497,DOMESTIC VIOLENCE,48,F,Other,Other Crime,18,Yes,01-07-2025 14:13
100310,03-05-2025 04:40,02-05-2025 11:40,02-05-2025 11:40,Nashik,106,SEXUAL ASSAULT,19,M,Firearm,Traffic Fatality,27,No,
100311,29-04-2025 15:35,28-04-2025 14:35,28-04-2025 14:35,Patna,401,EXTORTION,35,M,Other,Other Crime,4,Yes,02-07-2025 15:35
100312,21-10-2025 12:28,19-10-2025 12:28,19-10-2025 12:28,Ghaziabad,381,BURGLARY,12,F,Poison,Fire Accident,6,Yes,19-12-2025 12:28
100313,07-09-2025 16:54,05-09-2025 06:54,05-09-2025 06:54,Nashik,430,TRAFFIC VIOLATION,20,F,Knife,Violent Crime,9,Yes,09-11-2025 16:54
100314,26-07-2025 22:14,25-07-2025 17:14,25-07-2025 17:14,Ahmedabad,168,FRAUD,19,M,Explosives,Other Crime,8,Yes,30-08-2025 22:14
100315,20-06-2025 01:27,18-06-2025 00:27,18-06-2025 00:27,Kanpur,268,IDENTITY THEFT,68,F,Knife,Fire Accident,3,No,
100316,27-05-2025 04:29,26-05-2025 14:29,26-05-2025 14:29,Hyderabad,346,EXTORTION,35,F,Explosives,Other Crime,29,Yes,25-07-2025 04:29
100317,02-07-2025 15:53,29-06-2025 22:53,29-06-2025 22:53,Varanasi,300,IDENTITY THEFT,30,M,Poison,Fire Accident,2,Yes,30-09-2025 15:53
100318,28-06-2025 15:59,26-06-2025 16:59,26-06-2025 16:59,Srinagar,338,BURGLARY,25,F,Other,Fire Accident,16,No,
100319,04-01-2025 05:00,03-01-2025 23:00,03-01-2025 23:00,Bangalore,469,BURGLARY,10,F,Knife,Fire Accident,25,No,
100320,28-06-2025 00:24,27-06-2025 01:24,27-06-2025 01:24,Ghaziabad,207,BURGLARY,32,M,Blunt Object,Fire Accident,9,Yes,13-07-2025 00:24
100321,25-12-2025 06:24,24-12-2025 00:24,24-12-2025 00:24,Jaipur,544,SEXUAL ASSAULT,30,F,Blunt Object,Violent Crime,23,Yes,16-02-2026 06:24
100322,31-05-2025 14:58,28-05-2025 18:58,28-05-2025 18:58,Chennai,109,FIREARM OFFENSE,27,M,Firearm,Violent Crime,27,Yes,28-08-2025 14:58
100323,13-07-2025 22:10,13-07-2025 22:10,13-07-2025 22:10,Meerut,486,COUNTERFEITING,26,M,Knife,Fire Accident,14,Yes,26-07-2025 22:10
100324,04-01-2025 09:49,03-01-2025 18:49,03-01-2025 18:49,Varanasi,305,PUBLIC INTOXICATION,50,F,Poison,Traffic Fatality,27,No,
100325,11-06-2025 15:25,09-06-2025 17:25,09-06-2025 17:25,Rajkot,558,PUBLIC INTOXICATION,41,F,None,Violent Crime,20,No,
100326,30-03-2025 04:04,29-03-2025 07:04,29-03-2025 07:04,Kalyan,351,BURGLARY,37,M,Firearm,Traffic Fatality,18,Yes,21-04-2025 04:04
100327,06-12-2025 20:37,06-12-2025 16:37,06-12-2025 16:37,Indore,179,ILLEGAL POSSESSION,72,F,Explosives,Other Crime,29,Yes,01-02-2026 20:37
100328,20-11-2025 16:32,20-11-2025 00:32,20-11-2025 00:32,Faridabad,599,ASSAULT,22,M,None,Traffic Fatality,15,No,
100329,29-05-2025 20:57,27-05-2025 19:57,27-05-2025 19:57,Surat,236,CYBERCRIME,59,F,None,Fire Accident,21,Yes,24-08-2025 20:57
100330,12-11-2025 23:54,10-11-2025 13:54,10-11-2025 13:54,Ahmedabad,271,PUBLIC INTOXICATION,40,M,Knife,Traffic Fatality,5,No,
100331,31-05-2025 01:20,30-05-2025 19:20,30-05-2025 19:20,Patna,467,SEXUAL ASSAULT,18,M,Poison,Fire Accident,28,No,
100332,10-03-2025 21:34,08-03-2025 15:34,08-03-2025 15:34,Indore,370,KIDNAPPING,55,F,Blunt Object,Other Crime,29,Yes,09-04-2025 21:34
100333,05-11-2025 18:07,03-11-2025 15:07,03-11-2025 15:07,Patna,188,COUNTERFEITING,31,M,Firearm,Fire Accident,27,Yes,17-12-2025 18:07
100334,14-11-2025 11:18,12-11-2025 05:18,12-11-2025 05:18,Ludhiana,296,CYBERCRIME,11,F,Poison,Fire Accident,26,Yes,14-01-2026 11:18
100335,07-03-2025 14:34,05-03-2025 20:34,05-03-2025 20:34,Bangalore,397,TRAFFIC VIOLATION,36,M,None,Violent Crime,19,No,
100336,17-05-2025 19:27,15-05-2025 01:27,15-05-2025 01:27,Surat,460,DOMESTIC VIOLENCE,59,F,None,Fire Accident,3,Yes,05-08-2025 19:27
100337,26-06-2025 13:35,25-06-2025 08:35,25-06-2025 08:35,Bangalore,134,IDENTITY THEFT,67,M,Knife,Other Crime,19,No,
100338,30-12-2025 09:55,28-12-2025 19:55,28-12-2025 19:55,Thane,109,KIDNAPPING,25,M,Explosives,Traffic Fatality,10,No,
100339,14-11-2025 04:58,13-11-2025 18:58,13-11-2025 18:58,Kanpur,399,SEXUAL ASSAULT,56,F,Firearm,Fire Accident,17,No,
100340,22-10-2025 18:07,22-10-2025 03:07,22-10-2025 03:07,Thane,296,VEHICLE - STOLEN,49,F,Blunt Object,Fire Accident,16,No,
100341,14-02-2025 02:16,12-02-2025 01:16,12-02-2025 01:16,Lucknow,364,FIREARM OFFENSE,70,M,Explosives,Fire Accident,27,No,
100342,18-11-2025 05:21,16-11-2025 17:21,16-11-2025 17:21,Delhi,519,FRAUD,44,M,Firearm,Other Crime,20,No,
100343,06-08-2025 02:31,04-08-2025 19:31,04-08-2025 19:31,Meerut,571,EXTORTION,56,M,Poison,Violent Crime,24,No,
